"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"1989:Q3","Top1",4796887,4914885,592283,358473,877470,401096,1334488,1351075,117998,72415,24918,20666
"1989:Q3","Next9",7618079,8121752,2064269,421044,813084,1798067,1035608,1989682,503673,390336,56197,57140
"1989:Q3","Next40",7247302,8799443,3419712,759881,338806,2062336,563163,1655545,1552141,1157147,363421,31573
"1989:Q3","Bottom50",757651,1716414,815688,356952,22119,211696,45157,264801,958763,590792,339671,28300
"1989:Q4","Top1",4917679,5040661,614985,357811,900534,418718,1348476,1400137,122982,74365,25338,23278
"1989:Q4","Next9",7751787,8246140,2118995,423096,830013,1828906,1030731,2014400,494353,384021,56584,53749
"1989:Q4","Next40",7329780,8977298,3443256,774853,357974,2137833,580261,1683121,1647518,1237787,376923,32809
"1989:Q4","Bottom50",805063,1746943,817081,370015,25029,215937,46329,272551,941880,563943,350440,27497
"1990:Q1","Top1",4876390,5004276,637078,348350,822958,418903,1335134,1441853,127886,78205,24523,25159
"1990:Q1","Next9",7768124,8287865,2122797,435224,793241,1870304,1042537,2023761,519741,408528,56564,54650
"1990:Q1","Next40",7509479,9136351,3511628,796158,353298,2175531,597586,1702150,1626873,1233213,358574,35086
"1990:Q1","Bottom50",788336,1782900,826629,387398,25120,215574,49542,278637,994564,614967,352658,26939
"1990:Q2","Top1",4949316,5078581,659536,350011,855071,429413,1338144,1446407,129265,79323,23201,26740
"1990:Q2","Next9",7894868,8421464,2152728,434013,820265,1924359,1054027,2036072,526595,414994,58876,52726
"1990:Q2","Next40",7518845,9204559,3502053,809393,362625,2213511,590020,1726958,1685715,1293320,356442,35953
"1990:Q2","Bottom50",808549,1802798,822551,399094,26320,219503,51291,284040,994249,607774,360193,26282
"1990:Q3","Top1",4732067,4870041,665150,327612,646352,418289,1288298,1524340,137974,84094,25378,28502
"1990:Q3","Next9",7877613,8410142,2136014,457469,714242,1968386,1084812,2049220,532529,432970,54064,45496
"1990:Q3","Next40",7594433,9282050,3524036,827393,332902,2237060,622112,1738547,1687617,1286135,366651,34831
"1990:Q3","Bottom50",814457,1849523,861038,403772,23546,214524,57268,289375,1035067,643539,366210,25318
"1990:Q4","Top1",4956956,5100682,688002,323748,751397,431837,1323198,1582499,143726,88921,24402,30404
"1990:Q4","Next9",7949025,8484567,2101278,460357,782414,1984950,1059847,2095721,535542,431409,57113,47020
"1990:Q4","Next40",7716380,9456928,3538096,841984,368238,2322991,625952,1759668,1740548,1336878,367335,36335
"1990:Q4","Bottom50",817788,1850129,843752,413030,28048,216918,55544,292837,1032341,632047,375541,24753
"1991:Q1","Top1",5242740,5388238,701816,330142,909705,456030,1388839,1601707,145498,92142,20995,32361
"1991:Q1","Next9",8031830,8562828,2127236,453719,879489,1975332,1013171,2113881,530998,421213,62988,46797
"1991:Q1","Next40",7807703,9612435,3509777,855855,416741,2428228,621912,1779921,1804732,1427153,339765,37814
"1991:Q1","Bottom50",914606,1906155,874019,428113,34080,222943,50904,296096,991549,588644,378458,24447
"1991:Q2","Top1",5205191,5353465,715556,320336,891098,477101,1366474,1582899,148274,94829,20257,33188
"1991:Q2","Next9",8047197,8594372,2130502,462440,879517,1995706,1024865,2101341,547175,438288,63466,45421
"1991:Q2","Next40",7843227,9669504,3498840,868939,418974,2478552,617871,1786328,1826277,1454414,334284,37580
"1991:Q2","Bottom50",943277,1952774,906314,431992,34432,229184,52881,297971,1009497,602582,383299,23615
"1991:Q3","Top1",5313242,5462350,738159,310559,970745,508297,1365238,1569351,149108,97373,18014,33721
"1991:Q3","Next9",8036480,8625370,2093094,470151,931796,2005765,1018274,2106290,588891,470715,65756,52420
"1991:Q3","Next40",8041984,9808235,3529432,884282,441386,2548704,603116,1801315,1766251,1396807,329856,39588
"1991:Q3","Bottom50",927576,1989115,922990,438450,37066,238173,52244,300191,1061539,649074,388874,23592
"1991:Q4","Top1",5602468,5752336,742492,306927,1205803,533456,1397188,1566469,149868,99175,16152,34541
"1991:Q4","Next9",8176983,8801164,2116092,470786,1063464,2016938,988601,2145284,624181,494627,69036,60518
"1991:Q4","Next40",8152000,9933824,3494584,896253,496990,2640310,591334,1814352,1781824,1406837,332929,42058
"1991:Q4","Bottom50",989317,2077102,995945,443422,43670,243119,48726,302219,1087785,666717,397464,23605
"1992:Q1","Top1",5559397,5707121,788888,296297,1164720,536233,1380489,1540494,147723,97827,13488,36408
"1992:Q1","Next9",8205835,8862378,2140845,479684,1044993,2080055,1009915,2106887,656544,530901,69244,56400
"1992:Q1","Next40",8275172,10017847,3512184,908974,498614,2684674,591715,1821686,1742675,1388004,313287,41384
"1992:Q1","Bottom50",975840,2087907,1003711,447140,43861,239849,50235,303111,1112067,690990,397334,23743
"1992:Q2","Top1",5563385,5709611,844283,288334,1164304,557834,1356523,1498333,146226,97626,11089,37512
"1992:Q2","Next9",8232880,8927030,2126801,485159,1043612,2142922,1032974,2095563,694150,562503,70725,60921
"1992:Q2","Next40",8356149,10083512,3522596,923712,502980,2730211,569913,1834100,1727362,1376682,308111,42570
"1992:Q2","Bottom50",954707,2084966,984854,455875,44178,243479,50809,305771,1130260,703885,402408,23968
"1992:Q3","Top1",5651328,5801701,872808,271771,1236315,589124,1359754,1471931,150374,101678,9982,38714
"1992:Q3","Next9",8308737,9038646,2105759,497053,1073629,2193196,1053754,2115255,729909,596771,72429,60709
"1992:Q3","Next40",8494891,10204958,3529625,940940,523942,2794308,552348,1863796,1710067,1357849,309874,42345
"1992:Q3","Bottom50",1001041,2173020,1055796,461778,46456,249372,49914,309705,1171979,739029,409649,23302
"1992:Q4","Top1",5932397,6087418,863359,281894,1442173,572287,1392094,1535611,155021,105741,9950,39329
"1992:Q4","Next9",8445383,9172038,2104052,496327,1199343,2274512,1004169,2093637,726656,597207,73063,56386
"1992:Q4","Next40",8717989,10432530,3608128,945118,559543,2898484,564895,1856361,1714541,1354969,316389,43183
"1992:Q4","Bottom50",960113,2195088,1067442,469916,51649,246187,49070,310824,1234974,782436,425366,27172
"1993:Q1","Top1",6129735,6283122,877052,301817,1508298,584234,1432760,1578961,153387,105876,7969,39542
"1993:Q1","Next9",8539779,9243846,2147570,485271,1247312,2305635,989973,2068085,704067,571030,74626,58411
"1993:Q1","Next40",8723721,10509581,3605873,943266,568148,2984076,573244,1834974,1785859,1448371,292043,45445
"1993:Q1","Bottom50",977158,2170142,1023560,476046,53387,256042,49766,311341,1192983,728910,432624,31449
"1993:Q2","Top1",6224217,6383198,867756,305348,1540868,579143,1457997,1632087,158981,110613,8430,39939
"1993:Q2","Next9",8550390,9255227,2147527,491221,1273477,2347402,976681,2018920,704837,577133,73776,53928
"1993:Q2","Next40",8870295,10652079,3660493,951696,574960,3053650,590964,1820316,1781784,1444894,291091,45799
"1993:Q2","Bottom50",979742,2235279,1068129,487988,54847,259423,51075,313817,1255536,775188,445365,34983
"1993:Q3","Top1",6396929,6562765,864844,308920,1637232,580293,1491794,1679682,165836,116704,9428,39705
"1993:Q3","Next9",8599777,9308578,2133330,496255,1327649,2395009,968007,1988328,708801,576782,73502,58517
"1993:Q3","Next40",9013727,10815842,3725040,960704,590113,3122145,599519,1818322,1802114,1454661,299121,48332
"1993:Q3","Bottom50",990884,2300048,1108919,5e+05,57236,264835,51790,317268,1309165,809870,460618,38676
"1993:Q4","Top1",6626033,6796400,871879,317632,1739140,570863,1535349,1761537,170367,120348,10545,39473
"1993:Q4","Next9",8668896,9377598,2145443,497112,1381361,2442132,953947,1957603,708702,575661,72576,60465
"1993:Q4","Next40",9122429,10970996,3769619,970200,609358,3180800,611058,1829961,1848567,1476116,322363,50089
"1993:Q4","Bottom50",1000780,2351026,1134584,517134,60093,266603,51851,320762,1350246,827053,480685,42508
"1994:Q1","Top1",6645928,6820534,888190,323668,1648047,563300,1543407,1853922,174605,123209,11236,40160
"1994:Q1","Next9",8808179,9485982,2183747,500029,1327945,2496459,983211,1994592,677803,550598,70216,56989
"1994:Q1","Next40",9056826,10993093,3778461,975415,589331,3213131,630718,1806037,1936267,1573179,312047,51041
"1994:Q1","Bottom50",1048052,2367626,1133616,526925,58302,269647,56079,323057,1319573,782482,490377,46713
"1994:Q2","Top1",6705890,6884850,903623,329111,1619427,575597,1553293,1903798,178960,126198,12093,40668
"1994:Q2","Next9",8868406,9546284,2189321,503475,1299700,2550655,1034022,1969111,677878,555593,68441,53843
"1994:Q2","Next40",9102333,11063426,3831095,985053,568717,3235019,625107,1818435,1961093,1579770,329089,52233
"1994:Q2","Bottom50",1041461,2414827,1146130,541909,56488,281233,60340,328727,1373366,813060,508957,51349
"1994:Q3","Top1",6859842,7043808,913529,334630,1675150,586128,1587484,1946887,183967,130595,12539,40833
"1994:Q3","Next9",8923254,9607698,2162836,506229,1312149,2612213,1046207,1968063,684444,567688,68410,48346
"1994:Q3","Next40",9247680,11200944,3904035,996940,568556,3280912,612655,1837846,1953264,1550634,349975,52655
"1994:Q3","Bottom50",1013246,2470241,1167137,558700,57161,290583,61175,335485,1456995,872133,529029,55833
"1994:Q4","Top1",6989680,7178131,939096,336672,1675273,571647,1602420,2053023,188451,133651,14371,40429
"1994:Q4","Next9",8998179,9691857,2135879,511842,1288423,2681723,1082435,1991555,693678,576079,64916,52683
"1994:Q4","Next40",9307294,11287764,3983411,1006076,553999,3277169,610265,1856845,1980470,1536201,388614,55655
"1994:Q4","Bottom50",940144,2474395,1147674,569572,56216,293464,64738,342732,1534251,920009,553267,60976
"1995:Q1","Top1",7282081,7472042,933950,350811,1835522,603973,1671617,2076169,189961,137140,12232,40590
"1995:Q1","Next9",9110631,9790671,2139942,505420,1339290,2727125,1085693,1993201,680040,566638,68972,44431
"1995:Q1","Next40",9390443,11375717,4004969,1016077,565965,3338941,585365,1864402,1985275,1552127,377116,56032
"1995:Q1","Bottom50",976108,2544671,1173211,588391,58596,310984,63697,349794,1568563,936021,566227,66315
"1995:Q2","Top1",7542657,7738170,873566,355669,2006683,625095,1756770,2120387,195514,143155,11924,40435
"1995:Q2","Next9",9180002,9862722,2143954,505750,1390339,2788094,1056618,1977966,682721,570245,71922,40554
"1995:Q2","Next40",9511517,11481968,4004301,1025356,588120,3420298,565576,1878318,1970451,1519220,393199,58032
"1995:Q2","Bottom50",1039878,2703884,1303308,597544,62280,322563,60946,357243,1664006,1005683,586081,72242
"1995:Q3","Top1",7901439,8099170,817543,361816,2215876,646890,1863576,2193469,197731,147035,11487,39209
"1995:Q3","Next9",9261388,9957735,2169032,504593,1452242,2845581,1016322,1969963,696347,577384,73873,45090
"1995:Q3","Next40",9634347,11593763,4014465,1033031,618771,3513041,553253,1861203,1959416,1481632,415840,61944
"1995:Q3","Bottom50",1066888,2837579,1412097,605549,67113,333723,57958,361139,1770691,1083720,608399,78572
"1995:Q4","Top1",8107066,8318112,858777,361235,2353581,676165,1849894,2218460,211046,152450,13714,44881
"1995:Q4","Next9",9546701,10246989,2191521,515248,1589227,2878414,1063596,2008983,700289,580037,77496,42756
"1995:Q4","Next40",9748092,11835378,4025659,1046161,678711,3599929,564357,1920562,2087286,1570571,451763,64952
"1995:Q4","Bottom50",1136491,2854081,1413519,606610,70640,342247,60044,361021,1717590,1016867,625187,75536
"1996:Q1","Top1",8218433,8436305,887272,363106,2409537,694863,1840276,2241251,217872,157662,13797,46414
"1996:Q1","Next9",9793291,10520178,2241149,524769,1677420,2919396,1093326,2064118,726887,582713,83536,60637
"1996:Q1","Next40",9865852,12045475,4035993,1061447,729082,3684344,577752,1956857,2179623,1676525,435968,67129
"1996:Q1","Bottom50",1225307,2883419,1428135,613102,73209,347026,61782,360165,1658112,961405,628906,67801
"1996:Q2","Top1",8279472,8507597,934809,356788,2468588,706690,1806708,2234015,228126,161977,14762,51386
"1996:Q2","Next9",9969946,10726428,2234612,539521,1755810,2966246,1126214,2104026,756482,607101,87228,62152
"1996:Q2","Next40",10068792,12291091,4125189,1073864,772546,3743888,586804,1988799,2222298,1698463,452730,71106
"1996:Q2","Bottom50",1185242,2856259,1398009,608658,75194,351112,64694,358592,1671017,964119,641859,65038
"1996:Q3","Top1",8257608,8494967,970231,351682,2436706,724475,1772612,2239260,237358,165671,15956,55731
"1996:Q3","Next9",10094895,10876433,2248629,554616,1781201,3011359,1162223,2118405,781538,629112,90043,62382
"1996:Q3","Next40",10259646,12529339,4193960,1088942,800439,3808268,601106,2036625,2269693,1726884,469103,73706
"1996:Q3","Bottom50",1169242,2852465,1381352,609980,75492,357105,68555,359981,1683224,967171,654745,61308
"1996:Q4","Top1",8482805,8726172,995245,358417,2533278,777843,1802446,2258943,243367,168782,16412,58173
"1996:Q4","Next9",10360646,11152126,2309495,556470,1866495,3051724,1192186,2175756,791480,628531,96292,66656
"1996:Q4","Next40",10383296,12770258,4209742,1100216,847423,3920354,602172,2090350,2386962,1821758,490720,74483
"1996:Q4","Bottom50",1221359,2866104,1369435,612889,78184,374203,69764,361630,1644745,919060,670453,55232
"1997:Q1","Top1",8454663,8704540,1006538,355683,2523961,781354,1842714,2194289,249877,171735,15559,62583
"1997:Q1","Next9",10527110,11337645,2356046,569113,1892872,3097881,1258815,2162918,810535,637242,100722,72571
"1997:Q1","Next40",10484438,12902871,4226541,1115486,876457,3961468,633510,2089410,2418433,1872075,465429,80930
"1997:Q1","Bottom50",1260668,2885697,1376896,616819,78882,376916,74909,361276,1625029,899420,672466,53143
"1997:Q2","Top1",8993786,9247322,1021630,367151,2975972,837903,1915860,2128807,253536,175544,12478,65514
"1997:Q2","Next9",10922661,11774815,2381663,561076,2149793,3216626,1255239,2210417,852154,656651,114313,81189
"1997:Q2","Next40",10799791,13236289,4294080,1124090,973993,4096539,591138,2156449,2436498,1883157,466213,87129
"1997:Q2","Bottom50",1269107,2920595,1389066,614724,87564,393517,70979,364746,1651488,916572,685035,49882
"1997:Q3","Top1",9334044,9591127,1011119,367203,3228563,883370,1962756,2138115,257082,179143,12302,65636
"1997:Q3","Next9",11234500,12134335,2427077,567614,2303470,3308755,1278365,2249054,899835,685737,121230,92868
"1997:Q3","Next40",11071191,13526740,4322129,1138377,1045030,4222807,593969,2204428,2455549,1893876,474514,87158
"1997:Q3","Bottom50",1299347,2997260,1441494,616865,93279,405539,72323,367760,1697913,958250,697758,41905
"1997:Q4","Top1",9492526,9755473,1022163,367959,3280146,875124,2008160,2201921,262947,179242,12897,70808
"1997:Q4","Next9",11481245,12396780,2520697,575199,2353162,3355381,1330240,2262100,915536,695911,124457,95167
"1997:Q4","Next40",11182857,13713353,4339599,1152517,1086469,4253664,625339,2255765,2530496,1941022,493713,95761
"1997:Q4","Bottom50",1331025,3022934,1449835,622351,95619,404795,77416,372918,1691908,938062,713098,40748
"1998:Q1","Top1",10196977,10459570,1026631,381400,3801288,929241,2145268,2175743,262594,180814,8182,73597
"1998:Q1","Next9",12006876,12971393,2586289,565362,2636050,3497996,1342475,2343222,964517,725007,137879,101631
"1998:Q1","Next40",11596689,14088773,4413097,1164809,1197978,4410364,603293,2299231,2492083,1927061,462288,102735
"1998:Q1","Bottom50",1357780,3087254,1485532,628566,106164,418088,74618,374287,1729474,976608,715693,37173
"1998:Q2","Top1",10350621,10620762,1070586,376606,3866522,937320,2123982,2245747,270141,183791,10137,76213
"1998:Q2","Next9",12243190,13235743,2646813,576424,2687581,3571586,1357793,2395546,992553,742240,141492,108821
"1998:Q2","Next40",11854224,14415091,4565995,1181277,1241619,4474030,618306,2333863,2560867,1969004,484278,107585
"1998:Q2","Bottom50",1319432,3075847,1457283,633447,108852,419968,79263,377033,1756415,993104,731837,31474
"1998:Q3","Top1",9805242,10090666,1070947,331674,3312059,899749,1998324,2477913,285423,187898,16715,80810
"1998:Q3","Next9",12036819,13058394,2670150,630046,2425729,3531682,1437692,2363094,1021575,784892,132509,104174
"1998:Q3","Next40",12082816,14612158,4724351,1206060,1193788,4440277,724663,2323019,2529341,1908127,507820,113395
"1998:Q3","Bottom50",1264792,3118981,1503809,628989,101182,410537,96987,377476,1854189,1083923,743674,26592
"1998:Q4","Top1",10761751,11044541,1139194,397735,4004541,949718,2255195,2298158,282790,193281,9397,80112
"1998:Q4","Next9",12711831,13751996,2777017,575848,2818320,3741438,1351760,2487614,1040165,780619,151599,107947
"1998:Q4","Next40",12401256,15069432,4784290,1210945,1341122,4657075,623555,2452445,2668176,2040050,516169,111957
"1998:Q4","Bottom50",1325550,3164466,1514218,649272,115644,423015,73901,388416,1838916,1043492,764107,31317
"1999:Q1","Top1",10762110,11050240,1177607,420076,3949912,962292,2296410,2243943,288130,201020,6480,80630
"1999:Q1","Next9",12882754,13941624,2822093,566277,2823976,3829916,1344377,2554984,1058870,788283,157600,112987
"1999:Q1","Next40",12518913,15227520,4863550,1221266,1358809,4727544,594438,2461913,2708607,2096414,505473,106721
"1999:Q1","Bottom50",1363764,3221121,1562865,653689,115165,430977,66941,391486,1857358,1050959,772844,33554
"1999:Q2","Top1",11168462,11458494,1223918,454974,4307808,984604,2379693,2107497,290033,207246,3741,79046
"1999:Q2","Next9",13276875,14369096,2915149,545682,3041862,3952269,1331419,2582715,1092221,792355,165566,134301
"1999:Q2","Next40",12666930,15484745,4938709,1233990,1445005,4837596,563009,2466435,2817815,2196583,513546,107686
"1999:Q2","Bottom50",1418042,3280765,1598963,670225,122544,439377,58891,390766,1862724,1037016,788728,36980
"1999:Q3","Top1",10983706,11283586,1260980,449037,4023014,976938,2379743,2193874,299880,214152,6735,78994
"1999:Q3","Next9",13247809,14367444,2976170,569611,2929179,3939228,1419323,2533931,1119634,823340,159605,136689
"1999:Q3","Next40",12806748,15667663,5058149,1254786,1422589,4833347,620484,2478309,2860915,2219220,539891,101804
"1999:Q3","Bottom50",1422128,3359805,1660031,677298,117706,443868,64698,396204,1937677,1094511,805664,37502
"1999:Q4","Top1",12169833,12462085,1319004,500120,4967427,1025206,2557543,2092784,292252,216484,0,75768
"1999:Q4","Next9",13936129,15141833,3063984,529213,3452635,4162722,1399850,2533430,1205703,856124,176164,173416
"1999:Q4","Next40",13435542,16323774,5165915,1264793,1602127,5016221,558414,2716304,2888231,2231147,550827,106257
